method,seed,k,knn_accuracy,svm_accuracy,dataset
DDFF-L1,2,75,100.0,100.0,ALLAML
DDFF-L1,2,100,100.0,100.0,ALLAML
DDFF-L1,2,150,100.0,100.0,ALLAML
DDFF-L1,2,200,100.0,100.0,ALLAML
DDFF-L1,2,300,100.0,100.0,ALLAML
DDFF-L1,2,500,93.33333333333333,100.0,ALLAML
DDFF-L1,2,7129,80.0,100.0,ALLAML
DDFF-L1,3,25,100.0,100.0,ALLAML
DDFF-L1,3,50,100.0,100.0,ALLAML
DDFF-L1,3,75,100.0,100.0,ALLAML
DDFF-L1,3,100,100.0,100.0,ALLAML
DDFF-L1,3,150,100.0,100.0,ALLAML
DDFF-L1,3,200,100.0,100.0,ALLAML
DDFF-L1,3,300,100.0,100.0,ALLAML
DDFF-L1,3,500,93.33333333333333,100.0,ALLAML
DDFF-L1,3,7129,100.0,100.0,ALLAML
DDFF-L1,4,25,100.0,100.0,ALLAML
DDFF-L1,4,50,100.0,100.0,ALLAML
DDFF-L1,4,75,100.0,100.0,ALLAML
DDFF-L1,4,100,100.0,100.0,ALLAML
DDFF-L1,4,150,100.0,100.0,ALLAML
DDFF-L1,4,200,100.0,100.0,ALLAML
DDFF-L1,4,300,100.0,100.0,ALLAML
DDFF-L1,4,500,100.0,100.0,ALLAML
DDFF-L1,4,7129,86.66666666666667,100.0,ALLAML
DDFF-L1,5,25,80.0,80.0,ALLAML
DDFF-L1,5,50,80.0,86.66666666666667,ALLAML
DDFF-L1,5,75,80.0,86.66666666666667,ALLAML
DDFF-L1,5,100,80.0,86.66666666666667,ALLAML
DDFF-L1,5,150,80.0,86.66666666666667,ALLAML
DDFF-L1,5,200,80.0,86.66666666666667,ALLAML
DDFF-L1,5,300,80.0,86.66666666666667,ALLAML
DDFF-L1,5,500,80.0,86.66666666666667,ALLAML
DDFF-L1,5,7129,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,25,80.0,86.66666666666667,ALLAML
DDFF-L1,6,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,500,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,6,7129,80.0,86.66666666666667,ALLAML
DDFF-L1,7,25,93.33333333333333,100.0,ALLAML
DDFF-L1,7,50,100.0,100.0,ALLAML
DDFF-L1,7,75,100.0,100.0,ALLAML
DDFF-L1,7,100,100.0,100.0,ALLAML
DDFF-L1,7,150,100.0,100.0,ALLAML
DDFF-L1,7,200,100.0,93.33333333333333,ALLAML
DDFF-L1,7,300,100.0,93.33333333333333,ALLAML
DDFF-L1,7,500,100.0,93.33333333333333,ALLAML
DDFF-L1,7,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,8,25,100.0,100.0,ALLAML
DDFF-L1,8,50,100.0,100.0,ALLAML
DDFF-L1,8,75,100.0,100.0,ALLAML
DDFF-L1,8,100,100.0,100.0,ALLAML
DDFF-L1,8,150,100.0,100.0,ALLAML
DDFF-L1,8,200,100.0,100.0,ALLAML
DDFF-L1,8,300,100.0,100.0,ALLAML
DDFF-L1,8,500,100.0,100.0,ALLAML
DDFF-L1,8,7129,93.33333333333333,100.0,ALLAML
DDFF-L1,9,25,86.66666666666667,100.0,ALLAML
DDFF-L1,9,50,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,9,75,100.0,100.0,ALLAML
DDFF-L1,9,100,100.0,100.0,ALLAML
DDFF-L1,9,150,100.0,100.0,ALLAML
DDFF-L1,9,200,100.0,100.0,ALLAML
DDFF-L1,9,300,100.0,100.0,ALLAML
DDFF-L1,9,500,93.33333333333333,100.0,ALLAML
DDFF-L1,9,7129,66.66666666666666,93.33333333333333,ALLAML
DDFF-L1,10,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,10,50,100.0,100.0,ALLAML
DDFF-L1,10,75,100.0,100.0,ALLAML
DDFF-L1,10,100,100.0,100.0,ALLAML
DDFF-L1,10,150,100.0,100.0,ALLAML
DDFF-L1,10,200,100.0,100.0,ALLAML
DDFF-L1,10,300,93.33333333333333,100.0,ALLAML
DDFF-L1,10,500,100.0,100.0,ALLAML
DDFF-L1,10,7129,100.0,93.33333333333333,ALLAML
DDFF-L1,11,25,80.0,80.0,ALLAML
DDFF-L1,11,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,500,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,11,7129,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,12,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,12,50,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,75,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,100,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,300,86.66666666666667,93.33333333333333,ALLAML
DDFF-L1,12,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,12,7129,73.33333333333333,86.66666666666667,ALLAML
DDFF-L1,13,25,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,50,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,75,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,100,100.0,93.33333333333333,ALLAML
DDFF-L1,13,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,300,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,13,7129,80.0,93.33333333333333,ALLAML
DDFF-L1,14,25,86.66666666666667,93.33333333333333,ALLAML
DDFF-L1,14,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,14,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,14,100,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,14,150,93.33333333333333,80.0,ALLAML
DDFF-L1,14,200,93.33333333333333,80.0,ALLAML
DDFF-L1,14,300,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,14,500,100.0,86.66666666666667,ALLAML
DDFF-L1,14,7129,80.0,93.33333333333333,ALLAML
DDFF-L1,15,25,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,15,50,100.0,93.33333333333333,ALLAML
DDFF-L1,15,75,100.0,100.0,ALLAML
DDFF-L1,15,100,100.0,93.33333333333333,ALLAML
DDFF-L1,15,150,100.0,93.33333333333333,ALLAML
DDFF-L1,15,200,100.0,100.0,ALLAML
DDFF-L1,15,300,100.0,93.33333333333333,ALLAML
DDFF-L1,15,500,100.0,93.33333333333333,ALLAML
DDFF-L1,15,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,16,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,16,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,16,75,93.33333333333333,80.0,ALLAML
DDFF-L1,16,100,93.33333333333333,80.0,ALLAML
DDFF-L1,16,150,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,16,200,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,16,300,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,16,500,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,16,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,17,25,100.0,100.0,ALLAML
DDFF-L1,17,50,100.0,100.0,ALLAML
DDFF-L1,17,75,100.0,100.0,ALLAML
DDFF-L1,17,100,100.0,100.0,ALLAML
DDFF-L1,17,150,100.0,100.0,ALLAML
DDFF-L1,17,200,100.0,100.0,ALLAML
DDFF-L1,17,300,100.0,100.0,ALLAML
DDFF-L1,17,500,100.0,100.0,ALLAML
DDFF-L1,17,7129,80.0,100.0,ALLAML
DDFF-L1,18,25,100.0,100.0,ALLAML
DDFF-L1,18,50,100.0,100.0,ALLAML
DDFF-L1,18,75,100.0,100.0,ALLAML
DDFF-L1,18,100,100.0,100.0,ALLAML
DDFF-L1,18,150,100.0,100.0,ALLAML
DDFF-L1,18,200,100.0,100.0,ALLAML
DDFF-L1,18,300,100.0,100.0,ALLAML
DDFF-L1,18,500,100.0,100.0,ALLAML
DDFF-L1,18,7129,80.0,100.0,ALLAML
DDFF-L1,19,25,100.0,100.0,ALLAML
DDFF-L1,19,50,93.33333333333333,100.0,ALLAML
DDFF-L1,19,75,93.33333333333333,100.0,ALLAML
DDFF-L1,19,100,100.0,100.0,ALLAML
DDFF-L1,19,150,100.0,93.33333333333333,ALLAML
DDFF-L1,19,200,100.0,93.33333333333333,ALLAML
DDFF-L1,19,300,100.0,93.33333333333333,ALLAML
DDFF-L1,19,500,100.0,93.33333333333333,ALLAML
DDFF-L1,19,7129,100.0,100.0,ALLAML
DDFF-L1,20,25,100.0,93.33333333333333,ALLAML
DDFF-L1,20,50,100.0,93.33333333333333,ALLAML
DDFF-L1,20,75,100.0,100.0,ALLAML
DDFF-L1,20,100,100.0,93.33333333333333,ALLAML
DDFF-L1,20,150,100.0,93.33333333333333,ALLAML
DDFF-L1,20,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,20,300,100.0,93.33333333333333,ALLAML
DDFF-L1,20,500,86.66666666666667,93.33333333333333,ALLAML
DDFF-L1,20,7129,73.33333333333333,93.33333333333333,ALLAML
DDFF-L1,21,25,100.0,100.0,ALLAML
DDFF-L1,21,50,100.0,100.0,ALLAML
DDFF-L1,21,75,100.0,100.0,ALLAML
DDFF-L1,21,100,100.0,100.0,ALLAML
DDFF-L1,21,150,100.0,100.0,ALLAML
DDFF-L1,21,200,100.0,100.0,ALLAML
DDFF-L1,21,300,100.0,100.0,ALLAML
DDFF-L1,21,500,100.0,100.0,ALLAML
DDFF-L1,21,7129,86.66666666666667,100.0,ALLAML
DDFF-L1,22,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L1,22,50,93.33333333333333,86.66666666666667,ALLAML
DDFF-L1,22,75,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,100,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,300,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,22,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,23,25,100.0,93.33333333333333,ALLAML
DDFF-L1,23,50,100.0,100.0,ALLAML
DDFF-L1,23,75,100.0,100.0,ALLAML
DDFF-L1,23,100,100.0,100.0,ALLAML
DDFF-L1,23,150,100.0,93.33333333333333,ALLAML
DDFF-L1,23,200,100.0,100.0,ALLAML
DDFF-L1,23,300,100.0,100.0,ALLAML
DDFF-L1,23,500,100.0,100.0,ALLAML
DDFF-L1,23,7129,93.33333333333333,100.0,ALLAML
DDFF-L1,24,25,93.33333333333333,93.33333333333333,ALLAML
DDFF-L1,24,50,93.33333333333333,100.0,ALLAML
DDFF-L1,24,75,100.0,100.0,ALLAML
DDFF-L1,24,100,100.0,100.0,ALLAML
DDFF-L1,24,150,100.0,100.0,ALLAML
DDFF-L1,24,200,100.0,100.0,ALLAML
DDFF-L1,24,300,100.0,100.0,ALLAML
DDFF-L1,24,500,100.0,100.0,ALLAML
DDFF-L1,24,7129,86.66666666666667,100.0,ALLAML
DDFF-L2,0,25,100.0,100.0,ALLAML
DDFF-L2,0,50,100.0,100.0,ALLAML
DDFF-L2,0,75,100.0,100.0,ALLAML
DDFF-L2,0,100,100.0,100.0,ALLAML
DDFF-L2,0,150,100.0,100.0,ALLAML
DDFF-L2,0,200,100.0,100.0,ALLAML
DDFF-L2,0,300,100.0,100.0,ALLAML
DDFF-L2,0,500,100.0,100.0,ALLAML
DDFF-L2,0,7129,80.0,100.0,ALLAML
DDFF-L2,1,25,86.66666666666667,80.0,ALLAML
DDFF-L2,1,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,1,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,1,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,1,150,86.66666666666667,80.0,ALLAML
DDFF-L2,1,200,86.66666666666667,80.0,ALLAML
DDFF-L2,1,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,1,500,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,1,7129,80.0,86.66666666666667,ALLAML
DDFF-L2,2,25,100.0,100.0,ALLAML
DDFF-L2,2,50,100.0,100.0,ALLAML
DDFF-L2,2,75,100.0,100.0,ALLAML
DDFF-L2,2,100,100.0,100.0,ALLAML
DDFF-L2,2,150,100.0,100.0,ALLAML
DDFF-L2,2,200,100.0,100.0,ALLAML
DDFF-L2,2,300,93.33333333333333,100.0,ALLAML
DDFF-L2,2,500,93.33333333333333,100.0,ALLAML
DDFF-L2,2,7129,80.0,100.0,ALLAML
DDFF-L2,3,25,100.0,100.0,ALLAML
DDFF-L2,3,50,100.0,100.0,ALLAML
DDFF-L2,3,75,100.0,100.0,ALLAML
DDFF-L2,3,100,100.0,100.0,ALLAML
DDFF-L2,3,150,100.0,100.0,ALLAML
DDFF-L2,3,200,100.0,100.0,ALLAML
DDFF-L2,3,300,100.0,100.0,ALLAML
DDFF-L2,3,500,93.33333333333333,100.0,ALLAML
DDFF-L2,3,7129,100.0,100.0,ALLAML
DDFF-L2,4,25,100.0,100.0,ALLAML
DDFF-L2,4,50,100.0,100.0,ALLAML
DDFF-L2,4,75,100.0,100.0,ALLAML
DDFF-L2,4,100,100.0,100.0,ALLAML
DDFF-L2,4,150,100.0,100.0,ALLAML
DDFF-L2,4,200,100.0,100.0,ALLAML
DDFF-L2,4,300,100.0,100.0,ALLAML
DDFF-L2,4,500,100.0,100.0,ALLAML
DDFF-L2,4,7129,86.66666666666667,100.0,ALLAML
DDFF-L2,5,25,80.0,80.0,ALLAML
DDFF-L2,5,50,80.0,86.66666666666667,ALLAML
DDFF-L2,5,75,80.0,86.66666666666667,ALLAML
DDFF-L2,5,100,80.0,86.66666666666667,ALLAML
DDFF-L2,5,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,5,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,5,300,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,5,500,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,5,7129,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,25,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,6,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,6,500,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,6,7129,80.0,86.66666666666667,ALLAML
DDFF-L2,7,25,100.0,100.0,ALLAML
DDFF-L2,7,50,100.0,100.0,ALLAML
DDFF-L2,7,75,100.0,100.0,ALLAML
DDFF-L2,7,100,100.0,100.0,ALLAML
DDFF-L2,7,150,100.0,100.0,ALLAML
DDFF-L2,7,200,100.0,100.0,ALLAML
DDFF-L2,7,300,100.0,100.0,ALLAML
DDFF-L2,7,500,100.0,93.33333333333333,ALLAML
DDFF-L2,7,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,8,25,93.33333333333333,100.0,ALLAML
DDFF-L2,8,50,100.0,100.0,ALLAML
DDFF-L2,8,75,100.0,100.0,ALLAML
DDFF-L2,8,100,100.0,100.0,ALLAML
DDFF-L2,8,150,100.0,100.0,ALLAML
DDFF-L2,8,200,100.0,100.0,ALLAML
DDFF-L2,8,300,100.0,100.0,ALLAML
DDFF-L2,8,500,100.0,100.0,ALLAML
DDFF-L2,8,7129,93.33333333333333,100.0,ALLAML
DDFF-L2,9,25,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,9,50,100.0,100.0,ALLAML
DDFF-L2,9,75,93.33333333333333,100.0,ALLAML
DDFF-L2,9,100,93.33333333333333,100.0,ALLAML
DDFF-L2,9,150,100.0,100.0,ALLAML
DDFF-L2,9,200,100.0,100.0,ALLAML
DDFF-L2,9,300,100.0,100.0,ALLAML
DDFF-L2,9,500,86.66666666666667,100.0,ALLAML
DDFF-L2,9,7129,66.66666666666666,93.33333333333333,ALLAML
DDFF-L2,10,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,10,50,93.33333333333333,100.0,ALLAML
DDFF-L2,10,75,100.0,100.0,ALLAML
DDFF-L2,10,100,93.33333333333333,100.0,ALLAML
DDFF-L2,10,150,93.33333333333333,100.0,ALLAML
DDFF-L2,10,200,100.0,100.0,ALLAML
DDFF-L2,10,300,100.0,100.0,ALLAML
DDFF-L2,10,500,100.0,100.0,ALLAML
DDFF-L2,10,7129,100.0,93.33333333333333,ALLAML
DDFF-L2,11,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,50,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,75,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,11,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,11,500,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,11,7129,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,12,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,12,50,86.66666666666667,93.33333333333333,ALLAML
DDFF-L2,12,75,86.66666666666667,93.33333333333333,ALLAML
DDFF-L2,12,100,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,12,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,12,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,12,300,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,12,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,12,7129,73.33333333333333,86.66666666666667,ALLAML
DDFF-L2,13,25,100.0,93.33333333333333,ALLAML
DDFF-L2,13,50,100.0,93.33333333333333,ALLAML
DDFF-L2,13,75,100.0,93.33333333333333,ALLAML
DDFF-L2,13,100,100.0,93.33333333333333,ALLAML
DDFF-L2,13,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,13,200,100.0,93.33333333333333,ALLAML
DDFF-L2,13,300,100.0,93.33333333333333,ALLAML
DDFF-L2,13,500,100.0,93.33333333333333,ALLAML
DDFF-L2,13,7129,80.0,93.33333333333333,ALLAML
DDFF-L2,14,25,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,14,50,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,14,75,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,14,100,100.0,93.33333333333333,ALLAML
DDFF-L2,14,150,100.0,93.33333333333333,ALLAML
DDFF-L2,14,200,100.0,86.66666666666667,ALLAML
DDFF-L2,14,300,100.0,86.66666666666667,ALLAML
DDFF-L2,14,500,100.0,93.33333333333333,ALLAML
DDFF-L2,14,7129,80.0,93.33333333333333,ALLAML
DDFF-L2,15,25,93.33333333333333,100.0,ALLAML
DDFF-L2,15,50,100.0,93.33333333333333,ALLAML
DDFF-L2,15,75,100.0,100.0,ALLAML
DDFF-L2,15,100,100.0,93.33333333333333,ALLAML
DDFF-L2,15,150,100.0,100.0,ALLAML
DDFF-L2,15,200,100.0,100.0,ALLAML
DDFF-L2,15,300,100.0,93.33333333333333,ALLAML
DDFF-L2,15,500,100.0,93.33333333333333,ALLAML
DDFF-L2,15,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,16,25,80.0,86.66666666666667,ALLAML
DDFF-L2,16,50,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,16,75,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,16,100,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,16,150,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,16,200,93.33333333333333,80.0,ALLAML
DDFF-L2,16,300,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,16,500,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,16,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,17,25,100.0,100.0,ALLAML
DDFF-L2,17,50,100.0,100.0,ALLAML
DDFF-L2,17,75,100.0,100.0,ALLAML
DDFF-L2,17,100,100.0,100.0,ALLAML
DDFF-L2,17,150,100.0,100.0,ALLAML
DDFF-L2,17,200,100.0,100.0,ALLAML
DDFF-L2,17,300,100.0,100.0,ALLAML
DDFF-L2,17,500,100.0,100.0,ALLAML
DDFF-L2,17,7129,80.0,100.0,ALLAML
DDFF-L2,18,25,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,18,50,93.33333333333333,100.0,ALLAML
DDFF-L2,18,75,100.0,100.0,ALLAML
DDFF-L2,18,100,100.0,100.0,ALLAML
DDFF-L2,18,150,100.0,100.0,ALLAML
DDFF-L2,18,200,100.0,100.0,ALLAML
DDFF-L2,18,300,100.0,100.0,ALLAML
DDFF-L2,18,500,100.0,100.0,ALLAML
DDFF-L2,18,7129,80.0,100.0,ALLAML
DDFF-L2,19,25,93.33333333333333,100.0,ALLAML
DDFF-L2,19,50,93.33333333333333,100.0,ALLAML
DDFF-L2,19,75,100.0,100.0,ALLAML
DDFF-L2,19,100,100.0,100.0,ALLAML
DDFF-L2,19,150,100.0,100.0,ALLAML
DDFF-L2,19,200,100.0,100.0,ALLAML
DDFF-L2,19,300,100.0,100.0,ALLAML
DDFF-L2,19,500,100.0,100.0,ALLAML
DDFF-L2,19,7129,100.0,100.0,ALLAML
DDFF-L2,20,25,100.0,100.0,ALLAML
DDFF-L2,20,50,100.0,100.0,ALLAML
DDFF-L2,20,75,100.0,100.0,ALLAML
DDFF-L2,20,100,100.0,100.0,ALLAML
DDFF-L2,20,150,100.0,100.0,ALLAML
DDFF-L2,20,200,100.0,93.33333333333333,ALLAML
DDFF-L2,20,300,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,20,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,20,7129,73.33333333333333,93.33333333333333,ALLAML
DDFF-L2,21,25,100.0,100.0,ALLAML
DDFF-L2,21,50,100.0,100.0,ALLAML
DDFF-L2,21,75,100.0,100.0,ALLAML
DDFF-L2,21,100,100.0,100.0,ALLAML
DDFF-L2,21,150,100.0,100.0,ALLAML
DDFF-L2,21,200,100.0,100.0,ALLAML
DDFF-L2,21,300,100.0,100.0,ALLAML
DDFF-L2,21,500,100.0,100.0,ALLAML
DDFF-L2,21,7129,86.66666666666667,100.0,ALLAML
DDFF-L2,22,25,86.66666666666667,86.66666666666667,ALLAML
DDFF-L2,22,50,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,22,75,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,22,100,93.33333333333333,86.66666666666667,ALLAML
DDFF-L2,22,150,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,22,200,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,22,300,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,22,500,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,22,7129,93.33333333333333,93.33333333333333,ALLAML
DDFF-L2,23,25,100.0,100.0,ALLAML
DDFF-L2,23,50,100.0,93.33333333333333,ALLAML
DDFF-L2,23,75,100.0,100.0,ALLAML
DDFF-L2,23,100,100.0,100.0,ALLAML
DDFF-L2,23,150,100.0,100.0,ALLAML
DDFF-L2,23,200,100.0,100.0,ALLAML
DDFF-L2,23,300,100.0,100.0,ALLAML
DDFF-L2,23,500,100.0,100.0,ALLAML
DDFF-L2,23,7129,93.33333333333333,100.0,ALLAML
DDFF-L2,24,25,100.0,100.0,ALLAML
DDFF-L2,24,50,100.0,93.33333333333333,ALLAML
DDFF-L2,24,75,100.0,93.33333333333333,ALLAML
DDFF-L2,24,100,100.0,100.0,ALLAML
DDFF-L2,24,150,100.0,100.0,ALLAML
DDFF-L2,24,200,100.0,100.0,ALLAML
DDFF-L2,24,300,100.0,100.0,ALLAML
DDFF-L2,24,500,100.0,100.0,ALLAML
DDFF-L2,24,7129,86.66666666666667,100.0,ALLAML
DDFF-KL,0,25,100.0,100.0,ALLAML
DDFF-KL,0,50,100.0,100.0,ALLAML
DDFF-KL,0,75,100.0,100.0,ALLAML
DDFF-KL,0,100,100.0,100.0,ALLAML
DDFF-KL,0,150,100.0,100.0,ALLAML
DDFF-KL,0,200,100.0,100.0,ALLAML
DDFF-KL,0,300,100.0,100.0,ALLAML
DDFF-KL,0,500,93.33333333333333,100.0,ALLAML
DDFF-KL,0,7129,80.0,100.0,ALLAML
DDFF-KL,1,25,86.66666666666667,80.0,ALLAML
DDFF-KL,1,50,86.66666666666667,80.0,ALLAML
DDFF-KL,1,75,86.66666666666667,86.66666666666667,ALLAML
DDFF-KL,1,100,86.66666666666667,86.66666666666667,ALLAML
DDFF-KL,1,150,86.66666666666667,86.66666666666667,ALLAML
DDFF-KL,1,200,86.66666666666667,86.66666666666667,ALLAML
DDFF-KL,1,300,86.66666666666667,86.66666666666667,ALLAML
DDFF-KL,1,500,80.0,86.66666666666667,ALLAML
DDFF-KL,1,7129,80.0,86.66666666666667,ALLAML
DDFF-KL,2,25,93.33333333333333,93.33333333333333,ALLAML
DDFF-KL,2,50,100.0,100.0,ALLAML
DDFF-KL,2,75,100.0,100.0,ALLAML
DDFF-KL,2,100,100.0,100.0,ALLAML
DDFF-KL,2,150,100.0,100.0,ALLAML
DDFF-KL,2,200,100.0,100.0,ALLAML
DDFF-KL,2,300,100.0,100.0,ALLAML
DDFF-KL,2,500,86.66666666666667,100.0,ALLAML
DDFF-KL,2,7129,80.0,100.0,ALLAML
DDFF-KL,3,25,100.0,100.0,ALLAML
DDFF-KL,3,50,86.66666666666667,93.33333333333333,ALLAML
DDFF-KL,3,75,100.0,100.0,ALLAML
DDFF-KL,3,100,86.66666666666667,100.0,ALLAML
DDFF-KL,3,150,93.33333333333333,100.0,ALLAML
DDFF-KL,3,200,100.0,100.0,ALLAML
DDFF-KL,3,300,100.0,100.0,ALLAML
DDFF-KL,3,500,100.0,100.0,ALLAML
DDFF-KL,3,7129,100.0,100.0,ALLAML
DDFF-KL,4,25,100.0,100.0,ALLAML
DDFF-KL,4,50,93.33333333333333,93.33333333333333,ALLAML
DDFF-KL,4,75,100.0,100.0,ALLAML
DDFF-KL,4,100,100.0,100.0,ALLAML
DDFF-KL,4,150,100.0,100.0,ALLAML
DDFF-KL,4,200,100.0,93.33333333333333,ALLAML
DDFF-KL,4,300,93.33333333333333,100.0,ALLAML
DDFF-KL,4,500,86.66666666666667,100.0,ALLAML
DDFF-KL,4,7129,86.66666666666667,100.0,ALLAML
